Attribute,Commodity,Commodity type,Unit,YearType,Year,Value
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2030/31,450
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2031/32,450
Exports,Soybean meal,Crops,Thousand short tons,Market year,2020/21,13900
Exports,Soybean meal,Crops,Thousand short tons,Market year,2021/22,14200
Exports,Soybean meal,Crops,Thousand short tons,Market year,2022/23,14550
Exports,Soybean meal,Crops,Thousand short tons,Market year,2023/24,14800
Exports,Soybean meal,Crops,Thousand short tons,Market year,2024/25,14900
Exports,Soybean meal,Crops,Thousand short tons,Market year,2025/26,15000
Exports,Soybean meal,Crops,Thousand short tons,Market year,2026/27,14950
Exports,Soybean meal,Crops,Thousand short tons,Market year,2027/28,14925
Exports,Soybean meal,Crops,Thousand short tons,Market year,2028/29,14925
Exports,Soybean meal,Crops,Thousand short tons,Market year,2029/30,14925
Exports,Soybean meal,Crops,Thousand short tons,Market year,2030/31,14925
Exports,Soybean meal,Crops,Thousand short tons,Market year,2031/32,14825
Imports,Soybean meal,Crops,Thousand short tons,Market year,2020/21,805
Imports,Soybean meal,Crops,Thousand short tons,Market year,2021/22,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2022/23,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2023/24,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2024/25,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2025/26,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2026/27,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2027/28,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2028/29,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2029/30,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2030/31,450
Imports,Soybean meal,Crops,Thousand short tons,Market year,2031/32,450
Price,Soybean meal,Crops,Dollars per short ton,Market year,2020/21,392
Price,Soybean meal,Crops,Dollars per short ton,Market year,2021/22,325
Price,Soybean meal,Crops,Dollars per short ton,Market year,2022/23,290
Price,Soybean meal,Crops,Dollars per short ton,Market year,2023/24,295
Price,Soybean meal,Crops,Dollars per short ton,Market year,2024/25,303
Price,Soybean meal,Crops,Dollars per short ton,Market year,2025/26,307
Price,Soybean meal,Crops,Dollars per short ton,Market year,2026/27,312
Price,Soybean meal,Crops,Dollars per short ton,Market year,2027/28,318
Price,Soybean meal,Crops,Dollars per short ton,Market year,2028/29,320
Price,Soybean meal,Crops,Dollars per short ton,Market year,2029/30,322
Price,Soybean meal,Crops,Dollars per short ton,Market year,2030/31,324
Price,Soybean meal,Crops,Dollars per short ton,Market year,2031/32,327
Production,Soybean meal,Crops,Thousand short tons,Market year,2020/21,50604
Production,Soybean meal,Crops,Thousand short tons,Market year,2021/22,51650
Production,Soybean meal,Crops,Thousand short tons,Market year,2022/23,52800
Production,Soybean meal,Crops,Thousand short tons,Market year,2023/24,53775
Production,Soybean meal,Crops,Thousand short tons,Market year,2024/25,54675
Production,Soybean meal,Crops,Thousand short tons,Market year,2025/26,55475
Production,Soybean meal,Crops,Thousand short tons,Market year,2026/27,56075
Production,Soybean meal,Crops,Thousand short tons,Market year,2027/28,56675
Production,Soybean meal,Crops,Thousand short tons,Market year,2028/29,57275
Production,Soybean meal,Crops,Thousand short tons,Market year,2029/30,57875
Production,Soybean meal,Crops,Thousand short tons,Market year,2030/31,58475
Production,Soybean meal,Crops,Thousand short tons,Market year,2031/32,58975
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2020/21,51750
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2021/22,52500
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2022/23,53650
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2023/24,54675
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2024/25,55575
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2025/26,56375
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2026/27,56975
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2027/28,57575
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2028/29,58175
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2029/30,58775
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2030/31,59375
Supply total,Soybean meal,Crops,Thousand short tons,Market year,2031/32,59875
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2020/21,51350
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2021/22,52100
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2022/23,53200
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2023/24,54225
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2024/25,55125
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2025/26,55925
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2026/27,56525
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2027/28,57125
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2028/29,57725
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2029/30,58325
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2030/31,58925
Total demand,Soybean meal,Crops,Thousand short tons,Market year,2031/32,59425
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2020/21,1853
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2021/22,2063
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2022/23,1798
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2023/24,1833
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2024/25,1828
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2025/26,1858
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2026/27,1908
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2027/28,1928
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2028/29,2013
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2029/30,2158
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2030/31,2238
Beginning stocks,Soybean oil,Crops,Million pounds,Market year,2031/32,2283
Biofuel,Soybean oil,Crops,Million pounds,Market year,2020/21,8800
Biofuel,Soybean oil,Crops,Million pounds,Market year,2021/22,11000
Biofuel,Soybean oil,Crops,Million pounds,Market year,2022/23,11400
Biofuel,Soybean oil,Crops,Million pounds,Market year,2023/24,11700
Biofuel,Soybean oil,Crops,Million pounds,Market year,2024/25,11800
Biofuel,Soybean oil,Crops,Million pounds,Market year,2025/26,11850
Biofuel,Soybean oil,Crops,Million pounds,Market year,2026/27,11900
Biofuel,Soybean oil,Crops,Million pounds,Market year,2027/28,11950
Biofuel,Soybean oil,Crops,Million pounds,Market year,2028/29,12000
Biofuel,Soybean oil,Crops,Million pounds,Market year,2029/30,12050
Biofuel,Soybean oil,Crops,Million pounds,Market year,2030/31,12100
Biofuel,Soybean oil,Crops,Million pounds,Market year,2031/32,12150
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2020/21,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2021/22,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2022/23,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2023/24,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2024/25,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2025/26,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2026/27,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2027/28,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2028/29,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2029/30,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2030/31,12
Crushing yields,Soybean oil,Crops,Pounds per bushel,Market year,2031/32,12
Domestic use,Soybean oil,Crops,Million pounds,Market year,2020/21,23350
Domestic use,Soybean oil,Crops,Million pounds,Market year,2021/22,25000
Domestic use,Soybean oil,Crops,Million pounds,Market year,2022/23,25600
Domestic use,Soybean oil,Crops,Million pounds,Market year,2023/24,26100
Domestic use,Soybean oil,Crops,Million pounds,Market year,2024/25,26300
Domestic use,Soybean oil,Crops,Million pounds,Market year,2025/26,26450
Domestic use,Soybean oil,Crops,Million pounds,Market year,2026/27,26600
Domestic use,Soybean oil,Crops,Million pounds,Market year,2027/28,26750
Domestic use,Soybean oil,Crops,Million pounds,Market year,2028/29,26900
Domestic use,Soybean oil,Crops,Million pounds,Market year,2029/30,27050
Domestic use,Soybean oil,Crops,Million pounds,Market year,2030/31,27175
Domestic use,Soybean oil,Crops,Million pounds,Market year,2031/32,27300
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2020/21,2063
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2021/22,1798
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2022/23,1833
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2023/24,1828
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2024/25,1858
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2025/26,1908
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2026/27,1928
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2027/28,2013
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2028/29,2158
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2029/30,2238
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2030/31,2283
Ending stocks,Soybean oil,Crops,Million pounds,Market year,2031/32,2308
Exports,Soybean oil,Crops,Million pounds,Market year,2020/21,1715
Exports,Soybean oil,Crops,Million pounds,Market year,2021/22,1250
Exports,Soybean oil,Crops,Million pounds,Market year,2022/23,1000
Exports,Soybean oil,Crops,Million pounds,Market year,2023/24,1025
Exports,Soybean oil,Crops,Million pounds,Market year,2024/25,1125
Exports,Soybean oil,Crops,Million pounds,Market year,2025/26,1325
Exports,Soybean oil,Crops,Million pounds,Market year,2026/27,1575
Exports,Soybean oil,Crops,Million pounds,Market year,2027/28,1675
Exports,Soybean oil,Crops,Million pounds,Market year,2028/29,1775
Exports,Soybean oil,Crops,Million pounds,Market year,2029/30,2000
Exports,Soybean oil,Crops,Million pounds,Market year,2030/31,2225
Exports,Soybean oil,Crops,Million pounds,Market year,2031/32,2375
Imports,Soybean oil,Crops,Million pounds,Market year,2020/21,295
Imports,Soybean oil,Crops,Million pounds,Market year,2021/22,450
Imports,Soybean oil,Crops,Million pounds,Market year,2022/23,500
Imports,Soybean oil,Crops,Million pounds,Market year,2023/24,500
Imports,Soybean oil,Crops,Million pounds,Market year,2024/25,350
Imports,Soybean oil,Crops,Million pounds,Market year,2025/26,350
Imports,Soybean oil,Crops,Million pounds,Market year,2026/27,350
Imports,Soybean oil,Crops,Million pounds,Market year,2027/28,350
Imports,Soybean oil,Crops,Million pounds,Market year,2028/29,350
Imports,Soybean oil,Crops,Million pounds,Market year,2029/30,350
Imports,Soybean oil,Crops,Million pounds,Market year,2030/31,350
Imports,Soybean oil,Crops,Million pounds,Market year,2031/32,350
Price,Soybean oil,Crops,Dollars per pound,Market year,2020/21,0.5687
Price,Soybean oil,Crops,Dollars per pound,Market year,2021/22,0.65
Price,Soybean oil,Crops,Dollars per pound,Market year,2022/23,0.545
Price,Soybean oil,Crops,Dollars per pound,Market year,2023/24,0.51
Price,Soybean oil,Crops,Dollars per pound,Market year,2024/25,0.49
Price,Soybean oil,Crops,Dollars per pound,Market year,2025/26,0.48
Price,Soybean oil,Crops,Dollars per pound,Market year,2026/27,0.47
Price,Soybean oil,Crops,Dollars per pound,Market year,2027/28,0.46
Price,Soybean oil,Crops,Dollars per pound,Market year,2028/29,0.46
Price,Soybean oil,Crops,Dollars per pound,Market year,2029/30,0.46
Price,Soybean oil,Crops,Dollars per pound,Market year,2030/31,0.46
Price,Soybean oil,Crops,Dollars per pound,Market year,2031/32,0.46
Production,Soybean oil,Crops,Million pounds,Market year,2020/21,24980
Production,Soybean oil,Crops,Million pounds,Market year,2021/22,25535
Production,Soybean oil,Crops,Million pounds,Market year,2022/23,26135
Production,Soybean oil,Crops,Million pounds,Market year,2023/24,26620
Production,Soybean oil,Crops,Million pounds,Market year,2024/25,27105
Production,Soybean oil,Crops,Million pounds,Market year,2025/26,27475
Production,Soybean oil,Crops,Million pounds,Market year,2026/27,27845
Production,Soybean oil,Crops,Million pounds,Market year,2027/28,28160
Production,Soybean oil,Crops,Million pounds,Market year,2028/29,28470
Production,Soybean oil,Crops,Million pounds,Market year,2029/30,28780
Production,Soybean oil,Crops,Million pounds,Market year,2030/31,29095
Production,Soybean oil,Crops,Million pounds,Market year,2031/32,29350
Supply total,Soybean oil,Crops,Million pounds,Market year,2020/21,27128
Supply total,Soybean oil,Crops,Million pounds,Market year,2021/22,28048
Supply total,Soybean oil,Crops,Million pounds,Market year,2022/23,28433
Supply total,Soybean oil,Crops,Million pounds,Market year,2023/24,28953
Supply total,Soybean oil,Crops,Million pounds,Market year,2024/25,29283
Supply total,Soybean oil,Crops,Million pounds,Market year,2025/26,29683
Supply total,Soybean oil,Crops,Million pounds,Market year,2026/27,30103
Supply total,Soybean oil,Crops,Million pounds,Market year,2027/28,30438
Supply total,Soybean oil,Crops,Million pounds,Market year,2028/29,30833
Supply total,Soybean oil,Crops,Million pounds,Market year,2029/30,31288
Supply total,Soybean oil,Crops,Million pounds,Market year,2030/31,31683
Supply total,Soybean oil,Crops,Million pounds,Market year,2031/32,31983
Total demand,Soybean oil,Crops,Million pounds,Market year,2020/21,25065
Total demand,Soybean oil,Crops,Million pounds,Market year,2021/22,26250
Total demand,Soybean oil,Crops,Million pounds,Market year,2022/23,26600
Total demand,Soybean oil,Crops,Million pounds,Market year,2023/24,27125
Total demand,Soybean oil,Crops,Million pounds,Market year,2024/25,27425
Total demand,Soybean oil,Crops,Million pounds,Market year,2025/26,27775
Total demand,Soybean oil,Crops,Million pounds,Market year,2026/27,28175
Total demand,Soybean oil,Crops,Million pounds,Market year,2027/28,28425
Total demand,Soybean oil,Crops,Million pounds,Market year,2028/29,28675
Total demand,Soybean oil,Crops,Million pounds,Market year,2029/30,29050
Total demand,Soybean oil,Crops,Million pounds,Market year,2030/31,29400
Total demand,Soybean oil,Crops,Million pounds,Market year,2031/32,29675
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2020/21,525
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2021/22,256
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2022/23,320
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2023/24,300
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2024/25,306
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2025/26,300
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2026/27,295
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2027/28,280
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2028/29,284
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2029/30,288
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2030/31,292
Beginning stocks,Soybeans,Crops,Million bushels,Market year,2031/32,296
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2020/21,5.15
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2021/22,2.9
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2022/23,2.7
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2023/24,2.56
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2024/25,2.61
Crush margin,Soybeans,Crops,Dollars per bushel,Market year,2025/26,2.69
